行业代码,行业名称,股票代码,股票名称
801180,房地产,600325,华发股份
801180,房地产,600340,华夏幸福
801180,房地产,600376,首开股份
801180,房地产,600383,金地集团
801180,房地产,600393,粤泰股份
801180,房地产,600463,空港股份
801180,房地产,600466,蓝光发展
801180,房地产,600503,华丽家族
801180,房地产,600510,黑牡丹
801180,房地产,600515,海航基础
801180,房地产,600533,栖霞建设
801180,房地产,600565,迪马股份
801180,房地产,600568,*ST中珠
801180,房地产,600604,市北高新
801180,房地产,600606,绿地控股
801180,房地产,600622,光大嘉宝
801180,房地产,600638,新黄浦
801180,房地产,600639,浦东金桥
801180,房地产,600641,万业企业
801180,房地产,600647,同达创业
801180,房地产,600648,外高桥
801180,房地产,600649,城投控股
801180,房地产,600657,信达地产
801180,房地产,600658,电子城
801180,房地产,600663,陆家嘴
801180,房地产,600665,天地源
801180,房地产,600675,中华企业
801180,房地产,600683,京投发展
801180,房地产,600684,珠江实业
801180,房地产,600692,亚通股份
801180,房地产,600708,光明地产
801180,房地产,600716,凤凰股份
801180,房地产,600724,宁波富达
801180,房地产,600732,爱旭股份
801180,房地产,600736,苏州高新
801180,房地产,600743,华远地产
801180,房地产,600748,上实发展
801180,房地产,600773,西藏城投
801180,房地产,600791,京能置业
801180,房地产,600807,ST天业
801180,房地产,600823,世茂股份
801180,房地产,600848,上海临港
801180,房地产,600890,中房股份
801180,房地产,600895,张江高科
801180,房地产,601155,新城控股
801180,房地产,601512,中新集团
801180,房地产,601588,北辰实业
801180,房地产,603506,南都物业
801130,纺织服装,000611,*ST天首
801130,纺织服装,000726,鲁泰A
801130,纺织服装,000850,华茂股份
801130,纺织服装,000955,欣龙控股
801130,纺织服装,000982,*ST中绒
801130,纺织服装,002003,伟星股份
801130,纺织服装,002029,七匹狼
801130,纺织服装,002042,华孚时尚
801130,纺织服装,002083,孚日股份
801130,纺织服装,002087,新野纺织
801130,纺织服装,002098,浔兴股份
801130,纺织服装,002144,宏达高科
801130,纺织服装,002154,报喜鸟
801130,纺织服装,002193,如意集团
801130,纺织服装,002269,美邦服饰
801130,纺织服装,002291,星期六
801130,纺织服装,002293,罗莱生活
801130,纺织服装,002327,富安娜
801130,纺织服装,002394,联发股份
801130,纺织服装,002397,梦洁股份
801130,纺织服装,002404,嘉欣丝绸
801130,纺织服装,002485,希努尔
801130,纺织服装,002486,嘉麟杰
801130,纺织服装,002494,华斯股份
801130,纺织服装,002503,搜于特
801130,纺织服装,002563,森马服饰
801130,纺织服装,002569,ST步森
801130,纺织服装,002612,朗姿股份
801130,纺织服装,002634,棒杰股份
801130,纺织服装,002656,ST摩登
801130,纺织服装,002674,兴业科技
801130,纺织服装,002687,乔治白
801130,纺织服装,002720,宏良股份(I
801130,纺织服装,002761,多喜爱
801130,纺织服装,002762,金发拉比
801130,纺织服装,002763,汇洁股份
801130,纺织服装,002776,柏堡龙
801130,纺织服装,002780,三夫户外
801130,纺织服装,002832,比音勒芬
801130,纺织服装,002875,安奈儿
801130,纺织服装,300005,探路者
801130,纺织服装,300526,中潜股份
801130,纺织服装,300577,开润股份
801130,纺织服装,300591,万里马
801130,纺织服装,300658,延江股份
801130,纺织服装,300819,聚杰微纤
801130,纺织服装,300840,酷特智能
801130,纺织服装,600107,美尔雅
801130,纺织服装,600137,浪莎股份
801130,纺织服装,600146,商赢环球
801130,纺织服装,600156,华升股份
801130,纺织服装,600220,江苏阳光
801130,纺织服装,600232,金鹰股份
801130,纺织服装,600370,三房巷
801130,纺织服装,600398,海澜之家
801130,纺织服装,600400,红豆股份
801130,纺织服装,600448,华纺股份
801130,纺织服装,600493,凤竹纺织
801130,纺织服装,600630,龙头股份
801130,纺织服装,600689,上海三毛
801130,纺织服装,600824,益民集团
801130,纺织服装,600987,航民股份
801130,纺织服装,601339,百隆东方
801130,纺织服装,601566,九牧王
801130,纺织服装,601718,际华集团
801130,纺织服装,603001,奥康国际
801130,纺织服装,603055,台华新材
801130,纺织服装,603116,红蜻蜓
801130,纺织服装,603157,拉夏贝尔
801130,纺织服装,603196,日播时尚
801130,纺织服装,603238,诺邦股份
801130,纺织服装,603365,水星家纺
801130,纺织服装,603477,振静股份
801130,纺织服装,603518,锦泓集团
801130,纺织服装,603555,*ST贵人
801130,纺织服装,603557,起步股份
801130,纺织服装,603558,健盛集团
801130,纺织服装,603587,地素时尚
801130,纺织服装,603608,天创时尚
801130,纺织服装,603665,康隆达
801130,纺织服装,603808,歌力思
801130,纺织服装,603839,安正时尚
801130,纺织服装,603877,太平鸟
801130,纺织服装,603889,新澳股份
801130,纺织服装,603908,牧高笛
801130,纺织服装,603958,哈森股份
801790,非银金融,000166,申万宏源
801790,非银金融,000415,渤海租赁
801790,非银金融,000416,民生控股
801790,非银金融,000563,陕国投A
801790,非银金融,000567,海德股份
801790,非银金融,000617,中油资本
801790,非银金融,000627,天茂集团
801790,非银金融,000666,经纬纺机
801790,非银金融,000686,东北证券
801790,非银金融,000712,锦龙股份
801790,非银金融,000728,国元证券
801790,非银金融,000750,国海证券
801790,非银金融,000776,广发证券
801790,非银金融,000783,长江证券
801790,非银金融,000890,*ST胜尔
801790,非银金融,000987,越秀金控
801790,非银金融,002423,中粮资本
801790,非银金融,002500,山西证券
801790,非银金融,002647,仁东控股
801790,非银金融,002670,国盛金控
801790,非银金融,002673,西部证券
801790,非银金融,002736,国信证券
801790,非银金融,002797,第一创业
801790,非银金融,002926,华西证券
801790,非银金融,002939,长城证券
801790,非银金融,002945,华林证券
801790,非银金融,002961,瑞达期货
801790,非银金融,300023,宝德股份
801790,非银金融,300176,派生科技
801790,非银金融,300309,吉艾科技
801790,非银金融,600030,中信证券
801790,非银金融,600053,九鼎投资
801790,非银金融,600061,国投资本
801790,非银金融,600093,易见股份
801790,非银金融,600109,国金证券
801790,非银金融,600120,浙江东方
801790,非银金融,600155,华创阳安
801790,非银金融,600291,西水股份
801790,非银金融,600318,新力金融
801790,非银金融,600369,西南证券
801790,非银金融,600390,五矿资本
801790,非银金融,600599,*ST熊猫
801790,非银金融,600621,华鑫股份
801790,非银金融,600643,爱建集团
801790,非银金融,600695,绿庭投资
801790,非银金融,600696,ST岩石
801790,非银金融,600705,中航资本
801790,非银金融,600783,鲁信创投
801790,非银金融,600816,*ST安信
801790,非银金融,600830,香溢融通
801790,非银金融,600837,海通证券
801790,非银金融,600864,哈投股份
801790,非银金融,600901,江苏租赁
801790,非银金融,600909,华安证券
801790,非银金融,600918,中泰证券
801790,非银金融,600958,东方证券
801790,非银金融,600999,招商证券
801790,非银金融,601066,中信建投
801790,非银金融,601099,太平洋
801790,非银金融,601108,财通证券
801790,非银金融,601162,天风证券
801790,非银金融,601198,东兴证券
801790,非银金融,601211,国泰君安
801790,非银金融,601236,红塔证券
801790,非银金融,601318,中国平安
801790,非银金融,601319,中国人保
801790,非银金融,601336,新华保险
801790,非银金融,601375,中原证券
801790,非银金融,601377,兴业证券
801790,非银金融,601555,东吴证券
801790,非银金融,601601,中国太保
801790,非银金融,601628,中国人寿
801790,非银金融,601688,华泰证券
801790,非银金融,601696,中银证券
801790,非银金融,601788,光大证券
801790,非银金融,601878,浙商证券
801790,非银金融,601881,中国银河
801790,非银金融,601901,方正证券
801790,非银金融,601990,南京证券
801790,非银金融,603093,南华期货
801790,非银金融,603300,华铁应急
801040,钢铁,000708,中信特钢
801040,钢铁,000709,河钢股份
801040,钢铁,000717,韶钢松山
801040,钢铁,000761,本钢板材
801040,钢铁,000778,新兴铸管
801040,钢铁,000825,太钢不锈
801040,钢铁,000898,鞍钢股份
801040,钢铁,000932,华菱钢铁
801040,钢铁,000959,首钢股份
801040,钢铁,002075,沙钢股份
801040,钢铁,002110,三钢闽光
801040,钢铁,002318,久立特材
801040,钢铁,002443,金洲管道
801040,钢铁,002478,常宝股份
801040,钢铁,002756,永兴材料
801040,钢铁,600010,包钢股份
801040,钢铁,600019,宝钢股份
801040,钢铁,600022,山东钢铁
801040,钢铁,600117,西宁特钢
801040,钢铁,600126,杭钢股份
801040,钢铁,600231,凌钢股份
801040,钢铁,600282,南钢股份
801040,钢铁,600307,酒钢宏兴
801040,钢铁,600399,ST抚钢
801040,钢铁,600507,方大特钢
801040,钢铁,600569,安阳钢铁
801040,钢铁,600581,八一钢铁
801040,钢铁,600782,新钢股份
801040,钢铁,600808,马钢股份
801040,钢铁,601003,柳钢股份
801040,钢铁,601005,重庆钢铁
801040,钢铁,603878,武进不锈
801040,钢铁,603995,甬金股份
801040,钢铁,688186,广大特材
801160,公用事业,000005,世纪星源
801160,公用事业,000027,深圳能源
801160,公用事业,000035,中国天楹
801160,公用事业,000037,深南电A
801160,公用事业,000040,东旭蓝天
801160,公用事业,000068,华控赛格
801160,公用事业,000155,川能动力
801160,公用事业,000407,胜利股份
801160,公用事业,000421,南京公用
801160,公用事业,000531,穗恒运A
801160,公用事业,000539,粤电力A
801160,公用事业,000543,皖能电力
801160,公用事业,000544,中原环保
801160,公用事业,000591,太阳能
801160,公用事业,000593,大通燃气
801160,公用事业,000598,兴蓉环境
801160,公用事业,000600,建投能源
801160,公用事业,000601,韶能股份
801160,公用事业,000605,渤海股份
801160,公用事业,000669,*ST金鸿
801160,公用事业,000685,中山公用
801160,公用事业,000690,宝新能源
801160,公用事业,000692,惠天热电
801160,公用事业,000711,京蓝科技
801160,公用事业,000720,新能泰山
801160,公用事业,000722,湖南发展
801160,公用事业,000767,漳泽电力
801160,公用事业,000791,甘肃电投
801160,公用事业,000820,*ST节能
801160,公用事业,000826,启迪环境
801160,公用事业,000862,银星能源
801160,公用事业,000875,吉电股份
801160,公用事业,000883,湖北能源
801160,公用事业,000899,赣能股份
801160,公用事业,000920,南方汇通
801160,公用事业,000958,东方能源
801160,公用事业,000966,长源电力
801160,公用事业,000967,盈峰环境
801160,公用事业,000993,闽东电力
801160,公用事业,001896,豫能控股
801160,公用事业,002034,旺能环境
801160,公用事业,002039,黔源电力
801160,公用事业,002205,国统股份
801160,公用事业,002256,*ST兆新
801160,公用事业,002259,*ST升达
801160,公用事业,002267,陕天然气
801160,公用事业,002479,富春环保
801160,公用事业,002499,*ST科林
801160,公用事业,002573,清新环境
801160,公用事业,002608,江苏国信
801160,公用事业,002610,爱康科技
801160,公用事业,002616,长青集团
801160,公用事业,002658,雪迪龙
801160,公用事业,002672,东江环保
801160,公用事业,002700,ST浩源
801160,公用事业,002887,绿茵生态
801160,公用事业,002893,华通热力
801160,公用事业,002911,佛燃能源
801160,公用事业,002973,侨银环保
801160,公用事业,003816,中国广核
801160,公用事业,300055,万邦达
801160,公用事业,300056,中创环保
801160,公用事业,300070,碧水源
801160,公用事业,300090,盛运环保
801160,公用事业,300125,聆达股份
801160,公用事业,300137,先河环保
801160,公用事业,300140,中环装备
801160,公用事业,300152,科融环境
801160,公用事业,300156,神雾环保
801160,公用事业,300172,中电环保
801160,公用事业,300187,永清环保
801160,公用事业,300190,维尔利
801160,公用事业,300203,聚光科技
801160,公用事业,300262,巴安水务
801160,公用事业,300263,隆华科技
801160,公用事业,300266,兴源环境
801160,公用事业,300332,天壕环境
801160,公用事业,300334,津膜科技
801160,公用事业,300335,迪森股份
801160,公用事业,300388,国祯环保
801160,公用事业,300422,博世科
801160,公用事业,300425,中建环能
801160,公用事业,300435,中泰股份
801160,公用事业,300631,久吾高科
801160,公用事业,300664,鹏鹞环保
801160,公用事业,300692,中环环保
801160,公用事业,300779,惠城环保
801160,公用事业,300815,玉禾田
801160,公用事业,600008,首创股份
801160,公用事业,600011,华能国际
801160,公用事业,600021,上海电力
801160,公用事业,600023,浙能电力
801160,公用事业,600025,华能水电
801160,公用事业,600027,华电国际
801160,公用事业,600098,广州发展
801160,公用事业,600101,明星电力
801160,公用事业,600116,三峡水利
801160,公用事业,600131,国网信通
801160,公用事业,600163,中闽能源
801160,公用事业,600167,联美控股
801160,公用事业,600168,武汉控股
801160,公用事业,600187,国中水务
801160,公用事业,600217,中再资环
801160,公用事业,600236,桂冠电力
801160,公用事业,600283,钱江水利
801160,公用事业,600292,远达环保
801160,公用事业,600310,桂东电力
801160,公用事业,600323,瀚蓝环境
801160,公用事业,600333,长春燃气
801160,公用事业,600396,金山股份
801160,公用事业,600452,涪陵电力
801160,公用事业,600461,洪城水业
801160,公用事业,600483,福能股份
801160,公用事业,600505,西昌电力
801160,公用事业,600509,天富能源
801160,公用事业,600578,京能电力
801160,公用事业,600617,国新能源
801160,公用事业,600635,大众公用
801160,公用事业,600642,申能股份
801160,公用事业,600644,乐山电力
801160,公用事业,600674,川投能源
801160,公用事业,600681,百川能源
801160,公用事业,600719,大连热电
801160,公用事业,600726,华电能源
801160,公用事业,600744,华银电力
801160,公用事业,600780,通宝能源
801160,公用事业,600795,国电电力
801160,公用事业,600856,*ST中天
801160,公用事业,600863,内蒙华电
801160,公用事业,600868,梅雁吉祥
801160,公用事业,600874,创业环保
801160,公用事业,600886,国投电力
801160,公用事业,600900,长江电力
801160,公用事业,600903,贵州燃气
801160,公用事业,600917,重庆燃气
801160,公用事业,600956,新天绿能
801160,公用事业,600969,郴电国际
801160,公用事业,600979,广安爱众
801160,公用事业,600982,宁波热电
801160,公用事业,600995,文山电力
801160,公用事业,601016,节能风电
801160,公用事业,601139,深圳燃气
801160,公用事业,601158,重庆水务
801160,公用事业,601199,江南水务
801160,公用事业,601200,上海环境
801160,公用事业,601330,绿色动力
801160,公用事业,601368,绿城水务
801160,公用事业,601619,嘉泽新能
801160,公用事业,601778,晶科科技
801160,公用事业,601827,三峰环境
801160,公用事业,601985,中国核电
801160,公用事业,601991,大唐发电
801160,公用事业,603053,成都燃气
801160,公用事业,603080,新疆火炬
801160,公用事业,603126,中材节能
801160,公用事业,603177,德创环保
801160,公用事业,603200,上海洗霸
801160,公用事业,603302,鑫广绿环
801160,公用事业,603393,新天然气
801160,公用事业,603568,伟明环保
801160,公用事业,603588,高能环境
801160,公用事业,603603,博天环境
801160,公用事业,603689,皖天然气
801160,公用事业,603693,江苏新能
801160,公用事业,603706,东方环宇
801160,公用事业,603797,联泰环保
801160,公用事业,603817,海峡环保
801160,公用事业,603903,中持股份
801160,公用事业,688096,京源环保
801160,公用事业,688101,三达膜
801160,公用事业,688178,万德斯
801160,公用事业,688466,金科环境
801740,国防军工,000519,中兵红箭
801740,国防军工,000547,航天发展
801740,国防军工,000561,烽火电子
801740,国防军工,000687,华讯方舟
801740,国防军工,000697,炼石航空
801740,国防军工,000738,航发控制
801740,国防军工,000768,中航飞机
801740,国防军工,002013,中航机电
801740,国防军工,002023,海特高新
801740,国防军工,002025,航天电器
801740,国防军工,002151,北斗星通
801740,国防军工,002179,中航光电
801740,国防军工,002190,成飞集成
801740,国防军工,002297,博云新材
801740,国防军工,002389,航天彩虹
801740,国防军工,002413,雷科防务
801740,国防军工,002465,海格通信
801740,国防军工,002664,长鹰信质
801740,国防军工,002829,星网宇达
801740,国防军工,002933,新兴装备
801740,国防军工,002935,天奥电子
801740,国防军工,002977,天箭科技
801740,国防军工,002985,北摩高科
801740,国防军工,300008,天海防务
801740,国防军工,300034,钢研高纳
801740,国防军工,300065,海兰信
801740,国防军工,300101,振芯科技
801740,国防军工,300123,亚光科技
801740,国防军工,300159,新研股份
801740,国防军工,300397,天和防务
801740,国防军工,300424,航新科技
801740,国防军工,300456,赛微电子
801740,国防军工,300474,景嘉微
801740,国防军工,300527,中船应急
801740,国防军工,300581,晨曦航空
801740,国防军工,300589,江龙船艇
801740,国防军工,300600,瑞特股份
801740,国防军工,300696,爱乐达
801740,国防军工,300719,安达维尔
801740,国防军工,300722,新余国科
801740,国防军工,300762,上海瀚讯
801740,国防军工,300775,三角防务
801740,国防军工,300810,中科海讯
801740,国防军工,600038,中直股份
801740,国防军工,600072,中船科技
801740,国防军工,600118,中国卫星
801740,国防军工,600150,中国船舶
801740,国防军工,600184,光电股份
801740,国防军工,600316,洪都航空
801740,国防军工,600343,航天动力
801740,国防军工,600372,中航电子
801740,国防军工,600391,航发科技
801740,国防军工,600435,北方导航
801740,国防军工,600482,中国动力
801740,国防军工,600562,国睿科技
801740,国防军工,600685,中船防务
801740,国防军工,600760,中航沈飞
801740,国防军工,600764,中国海防
801740,国防军工,600765,中航重机
801740,国防军工,600862,中航高科
801740,国防军工,600879,航天电子
801740,国防军工,600893,航发动力
801740,国防军工,600967,内蒙一机
801740,国防军工,600990,四创电子
801740,国防军工,601606,长城军工
801740,国防军工,601698,中国卫通
801740,国防军工,601890,亚星锚链
801740,国防军工,601989,中国重工
801740,国防军工,688011,新光光电
801740,国防军工,688081,兴图新科
801030,化工,000059,华锦股份
801030,化工,000096,广聚能源
801030,化工,000159,国际实业
801030,化工,000301,东方盛虹
801030,化工,000408,*ST藏格
801030,化工,000420,吉林化纤
801030,化工,000422,ST宜化
801030,化工,000510,新金路
801030,化工,000523,广州浪奇
801030,化工,000525,红太阳
801030,化工,000545,金浦钛业
801030,化工,000553,安道麦A
801030,化工,000554,泰山石油
801030,化工,000565,渝三峡A
801030,化工,000589,贵州轮胎
801030,化工,000599,青岛双星
801030,化工,000635,英力特
801030,化工,000637,茂化实华
801030,化工,000677,恒天海龙
801030,化工,000683,远兴能源
801030,化工,000698,沈阳化工
801030,化工,000703,恒逸石化
801030,化工,000707,ST双环
801030,化工,000731,四川美丰
801030,化工,000737,ST南风
801030,化工,000782,美达股份
801030,化工,000818,航锦科技
801030,化工,000819,岳阳兴长
801030,化工,000822,山东海化
801030,化工,000830,鲁西化工
801030,化工,000859,国风塑业
801030,化工,000881,中广核技
801030,化工,000893,东凌国际
801030,化工,000902,新洋丰
801030,化工,000912,泸天化
801030,化工,000936,华西股份
801030,化工,000949,新乡化纤
801030,化工,000953,*ST河化
801030,化工,000973,佛塑科技
801030,化工,000985,大庆华科
801030,化工,000990,诚志股份
801030,化工,002002,鸿达兴业
801030,化工,002004,华邦健康
801030,化工,002015,协鑫能科
801030,化工,002037,保利联合
801030,化工,002053,云南能投
801030,化工,002054,德美化工
801030,化工,002064,华峰氨纶
801030,化工,002068,黑猫股份
801030,化工,002080,中材科技
801030,化工,002092,中泰化学
801030,化工,002094,青岛金王
801030,化工,002096,南岭民爆
801030,化工,002108,沧州明珠
801030,化工,002109,兴化股份
801030,化工,002125,湘潭电化
801030,化工,002136,安纳达
801030,化工,002145,中核钛白
801030,化工,002165,红宝丽
801030,化工,002170,芭田股份
801030,化工,002172,澳洋健康
801030,化工,002201,九鼎新材
801030,化工,002206,海利得
801030,化工,002211,宏达新材
801030,化工,002215,诺普信
801030,化工,002221,东华能源
801030,化工,002224,三力士
801030,化工,002226,江南化工
801030,化工,002246,北化股份
801030,化工,002250,联化科技
801030,化工,002254,泰和新材
801030,化工,002258,利尔化学
801030,化工,002263,大东南
801030,化工,002274,华昌化工
801030,化工,002319,*ST乐通
801030,化工,002324,普利特
801030,化工,002326,永太科技
801030,化工,002341,新纶科技
801030,化工,002360,同德化工
801030,化工,002361,神剑股份
801030,化工,002381,双箭股份
801030,化工,002386,天原集团
801030,化工,002391,长青股份
801030,化工,002395,双象股份
801030,化工,002407,多氟多
801030,化工,002408,齐翔腾达
801030,化工,002427,*ST尤夫
801030,化工,002440,闰土股份
801030,化工,002442,龙星化工
801030,化工,002450,*ST康得
801030,化工,002453,华软科技
801030,化工,002455,百川股份
801030,化工,002470,金正大
801030,化工,002476,宝莫股份
801030,化工,002493,荣盛石化
801030,化工,002496,*ST辉丰
801030,化工,002497,雅化集团
801030,化工,002513,*ST蓝丰
801030,化工,002538,司尔特
801030,化工,002539,云图控股
801030,化工,002545,东方铁塔
801030,化工,002549,凯美特气
801030,化工,002556,辉隆股份
801030,化工,002562,兄弟科技
801030,化工,002584,西陇科学
801030,化工,002588,史丹利
801030,化工,002597,金禾实业
801030,化工,002601,龙蟒佰利
801030,化工,002632,道明光学
801030,化工,002637,赞宇科技
801030,化工,002643,万润股份
801030,化工,002648,卫星石化
801030,化工,002666,德联集团
801030,化工,002669,康达新材
801030,化工,002683,宏大爆破
801030,化工,002709,天赐材料
801030,化工,002734,利民股份
801030,化工,002741,光华科技
801030,化工,002748,世龙实业
801030,化工,002749,国光股份
801030,化工,002753,永东股份
801030,化工,002768,国恩股份
801030,化工,002778,高科石化
801030,化工,002783,凯龙股份
801030,化工,002802,洪汇新材
801030,化工,002805,丰元股份
801030,化工,002809,红墙股份
801030,化工,002810,山东赫达
801030,化工,002812,恩捷股份
801030,化工,002825,纳尔股份
801030,化工,002827,高争民爆
801030,化工,002838,道恩股份
801030,化工,002886,沃特股份
801030,化工,002895,川恒股份
801030,化工,002909,集泰股份
801030,化工,002915,中欣氟材
801030,化工,002917,金奥博
801030,化工,002919,名臣健康
801030,化工,002942,新农股份
801030,化工,002971,和远气体
801030,化工,002986,宇新股份
801030,化工,300019,硅宝科技
801030,化工,300035,中科电气
801030,化工,300037,新宙邦
801030,化工,300041,回天新材
801030,化工,300054,鼎龙股份
801030,化工,300067,安诺其
801030,化工,300072,三聚环保
801030,化工,300073,当升科技
801030,化工,300082,奥克股份
801030,化工,300107,建新股份
801030,化工,300109,新开源
801030,化工,300121,阳谷华泰
801030,化工,300132,青松股份
801030,化工,300135,宝利国际
801030,化工,300163,先锋新材
801030,化工,300169,天晟新材
801030,化工,300174,元力股份
801030,化工,300180,华峰超纤
801030,化工,300196,长海股份
801030,化工,300200,高盟新材
801030,化工,300214,日科化学
801030,化工,300218,安利股份
801030,化工,300221,银禧科技
801030,化工,300225,金力泰
801030,化工,300230,永利股份
801030,化工,300236,上海新阳
801030,化工,300243,瑞丰高材
801030,化工,300261,雅本化学
801030,化工,300285,国瓷材料
801030,化工,300305,裕兴股份
801030,化工,300320,海达股份
801030,化工,300321,同大股份
801030,化工,300325,德威新材
801030,化工,300387,富邦股份
801030,化工,300398,飞凯材料
801030,化工,300405,科隆股份
801030,化工,300409,道氏技术
801030,化工,300429,强力新材
801030,化工,300437,清水源
801030,化工,300446,乐凯新材
801030,化工,300478,杭州高新
801030,化工,300481,濮阳惠成
801030,化工,300487,蓝晓科技
801030,化工,300505,川金诺
801030,化工,300522,世名科技
801030,化工,300530,达志科技
801030,化工,300535,达威股份
801030,化工,300537,广信材料
801030,化工,300538,同益股份
801030,化工,300539,横河模具
801030,化工,300568,星源材质
801030,化工,300575,中旗股份
801030,化工,300576,容大感光
801030,化工,300586,美联新材
801030,化工,300587,天铁股份
801030,化工,300596,利安隆
801030,化工,300610,晨化股份
801030,化工,300637,扬帆新材
801030,化工,300641,正丹股份
801030,化工,300644,南京聚隆
801030,化工,300646,侨源气体
801030,化工,300655,晶瑞股份
801030,化工,300665,飞鹿股份
801030,化工,300684,中石科技
801030,化工,300690,双一科技
801030,化工,300699,光威复材
801030,化工,300716,国立科技
801030,化工,300717,华信新材
801030,化工,300721,怡达股份
801030,化工,300727,润禾材料
801030,化工,300728,天常股份
801030,化工,300731,科创新源
801030,化工,300740,御家汇
801030,化工,300743,天地数码
801030,化工,300758,七彩化学
801030,化工,300767,震安科技
801030,化工,300769,德方纳米
801030,化工,300777,中简科技
801030,化工,300796,贝斯美
801030,化工,300798,锦鸡股份
801030,化工,300801,泰和科技
801030,化工,300806,斯迪克
801030,化工,300821,东岳硅材
801030,化工,300839,博汇股份
801030,化工,600028,中国石化
801030,化工,600063,皖维高新
801030,化工,600075,新疆天业
801030,化工,600078,澄星股份
801030,化工,600091,ST明科
801030,化工,600096,云天化
801030,化工,600141,兴发集团
801030,化工,600143,金发科技
801030,化工,600160,巨化股份
801030,化工,600165,新日恒力
801030,化工,600176,中国巨石
801030,化工,600182,S佳通
801030,化工,600228,ST昌九
801030,化工,600230,沧州大化
801030,化工,600249,两面针
801030,化工,600256,广汇能源
801030,化工,600273,嘉化能源
801030,化工,600277,亿利洁能
801030,化工,600299,安迪苏
801030,化工,600309,万华化学
801030,化工,600315,上海家化
801030,化工,600319,ST亚星
801030,化工,600328,中盐化工
801030,化工,600346,恒力石化
801030,化工,600352,浙江龙盛
801030,化工,600367,红星发展
801030,化工,600378,昊华科技
801030,化工,600387,海越能源
801030,化工,600389,江山股份
801030,化工,600409,三友化工
801030,化工,600423,ST柳化
801030,化工,600426,华鲁恒升
801030,化工,600458,时代新材
801030,化工,600469,风神股份
801030,化工,600470,*ST六化
801030,化工,600486,扬农化工
801030,化工,600500,中化国际
801030,化工,600527,江南高纤
801030,化工,600589,广东榕泰
801030,化工,600596,新安股份
801030,化工,600618,氯碱化工
801030,化工,600623,华谊集团
801030,化工,600688,上海石化
801030,化工,600691,阳煤化工
801030,化工,600714,金瑞矿业
801030,化工,600722,金牛化工
801030,化工,600727,鲁北化工
801030,化工,600731,湖南海利
801030,化工,600746,江苏索普
801030,化工,600803,新奥股份
801030,化工,600810,神马股份
801030,化工,600844,丹化科技
801030,化工,600889,南京化纤
801030,化工,600929,湖南盐业
801030,化工,601058,赛轮轮胎
801030,化工,601163,三角轮胎
801030,化工,601208,东材科技
801030,化工,601216,君正集团
801030,化工,601233,桐昆股份
801030,化工,601500,通用股份
801030,化工,601678,滨化股份
801030,化工,601966,玲珑轮胎
801030,化工,603002,宏昌电子
